nume,jud,pe_lista,"06_21 LP","06_21 LS","06_21 UM","06_21 LT","07_21 LP","07_21 LS","07_21 UM","07_21 LT"
DOBREŞTI,AG,759,24,16,0,40,112,46,1,159
FUREŞTI,AG,709,8,5,0,13,101,8,0,109
DOMNEŞTI,AG,2623,126,29,0,155,619,91,0,710
DRAGOSLAVELE,AG,1581,35,13,0,48,253,39,0,292
"VALEA HOTARULUI",AG,507,16,7,0,23,172,12,0,184
DRĂGANU-OLTENI,AG,1703,12,4,0,16,130,50,0,180
GODENI,AG,1056,44,10,0,54,233,27,0,260
COTEŞTI,AG,1464,31,3,0,34,226,21,0,247
HÎRSEŞTI,AG,1279,20,10,0,30,131,65,0,196
MARTALOGI,AG,592,8,4,0,12,71,29,0,100
HÂRTIEŞTI,AG,776,12,6,0,18,99,15,0,114
DEALU,AG,299,3,1,0,4,50,12,0,62
LUCIENI,AG,278,4,2,0,6,48,7,0,55
LESPEZI,AG,369,12,4,0,16,189,6,0,195
IZVORU,AG,1842,57,12,0,69,183,45,0,228
LEORDENI,AG,1416,41,15,0,56,237,53,18,308
BUDIŞTENI,AG,1066,17,5,0,22,95,20,0,115
GLÎMBOCATA,AG,908,15,4,0,19,101,22,0,123
CIULNIŢA,AG,929,18,6,0,24,111,23,0,134
"COTU MALULUI",AG,346,29,4,0,33,97,9,0,106
LEREŞTI,AG,2512,107,19,0,126,671,98,0,769
VOINEŞTI,AG,1370,77,34,0,111,308,69,0,377
"LUNCA CORBULUI",AG,2243,58,36,0,94,428,198,0,626
MĂLURENI,AG,947,30,8,0,38,149,59,0,208
TOPLIŢA,AG,643,21,9,0,30,142,38,0,180
ZĂRNEŞTI,AG,787,23,6,0,29,168,54,0,222
BUNEŞTI,AG,556,7,7,0,14,59,35,0,94
PĂULEASCA,AG,636,7,3,0,10,47,6,0,53
MĂRĂCINENI,AG,2708,174,43,0,217,789,172,0,961
ARGEŞELU,AG,1699,74,38,0,112,465,103,0,568
DOBROGOSTEA,AG,1026,14,1,0,15,123,10,0,133
BORLEŞTI,AG,475,12,8,0,20,60,18,0,78
MERIŞANI,AG,676,26,3,0,29,131,25,0,156
"MALU VÎNĂT",AG,637,64,7,0,71,152,9,0,161
VÎLCELELE,AG,758,9,13,0,22,85,49,0,134
MICEŞTI,AG,1445,61,11,0,72,333,47,0,380
PURCĂRENI,AG,1401,32,2,0,34,244,28,0,272
PĂULEASCA,AG,782,30,2,0,32,280,21,0,301
MIHĂEŞTI,AG,2008,34,7,0,41,252,17,0,269
"VALEA POPII",AG,787,32,8,0,40,167,21,0,188
DRĂGHICI,AG,893,18,4,0,22,137,22,0,159
VĂCAREA,AG,466,20,3,0,23,109,11,0,120
FURNICOŞI,AG,728,14,2,0,16,114,6,0,120
MĂŢĂU,AG,1002,13,5,0,18,108,14,0,122
SUSLĂNEŞTI,AG,337,16,9,0,25,62,18,0,80
MIROŞI,AG,1204,42,4,0,46,186,24,0,210
SURDULEŞTI,AG,748,22,10,0,32,108,22,0,130
MORĂREŞTI,AG,904,30,7,0,37,130,40,0,170
DEDULEŞTI,AG,613,19,5,0,24,70,30,0,100
MOŞOAIA,AG,1435,39,1,0,40,181,16,0,197
HINŢEŞTI,AG,972,16,2,0,18,118,14,0,132
SMEURA,AG,2143,78,11,0,89,280,28,0,308
CIOCĂNĂI,AG,543,4,1,0,5,33,10,0,43
MOZĂCENI,AG,1741,46,16,0,62,190,77,0,267
MUSĂŢEŞTI,AG,1190,36,5,0,41,214,36,0,250
VÎLSĂNEŞTI,AG,460,9,11,0,20,77,35,0,112
COSTEŞTI-VÎSLAN,AG,559,2,3,0,5,128,23,0,151
STROEŞTI,AG,868,23,3,0,26,230,45,0,275
NEGRAŞI,AG,618,8,4,0,12,49,19,0,68
BÎRLOGU,AG,662,19,12,0,31,80,43,0,123
MOZACU,AG,250,12,6,0,18,55,25,0,80
BUTA,AG,154,15,6,0,21,45,16,0,61
NUCŞOARA,AG,382,13,5,0,18,113,28,0,141
SBOGHIŢEŞTI,AG,348,12,3,0,15,123,10,0,133
SLATINA,AG,427,37,7,0,44,172,19,0,191
OARJA,AG,2242,109,15,0,124,425,85,0,510
PIETROŞANI,AG,1447,19,4,0,23,263,31,0,294
BĂDEŞTI,AG,1272,37,5,0,42,308,25,0,333
RETEVOIEŞTI,AG,1386,19,3,0,22,177,32,0,209
GĂNEŞTI,AG,540,9,6,0,15,97,13,0,110
"POIANA LACULUI",AG,1506,37,11,0,48,199,39,0,238
DINCULEŞTI,AG,283,24,7,0,31,62,8,0,70
CĂTUNAŞI,AG,397,13,4,0,17,58,13,0,71
SĂMARA,AG,766,10,0,0,10,74,12,0,86
METOFU,AG,283,2,3,0,5,20,6,0,26
"DEALU VIILOR",AG,304,8,5,0,13,25,16,0,41
"PĂDUROIU DIN DEAL",AG,737,19,2,0,21,97,10,0,107
"PĂDUROIU DIN VALE",AG,639,9,3,0,12,39,10,0,49
GĂRDINEŞTI,AG,378,7,3,0,10,58,17,0,75
POIENARI,AG,651,9,2,0,11,44,22,0,66
IOANICEŞTI,AG,191,3,5,0,8,15,9,0,24
POIENARI,AG,1217,18,8,0,26,131,22,1,154
JUGUR,AG,916,10,3,0,13,106,11,0,117
GROŞANI,AG,624,25,2,0,27,151,19,0,170
POPEŞTI,AG,511,24,9,0,33,116,44,0,160
SLOBOZIA,AG,562,67,5,0,72,272,23,0,295
PURCĂRENI,AG,572,50,3,0,53,192,38,0,230
PRIBOIENI,AG,2991,89,10,0,99,702,42,0,744
TIGVENI,AG,659,8,5,0,13,65,22,0,87
FURDUEŞTI,AG,436,17,3,0,20,63,10,0,73
NEJLOVELU,AG,408,13,4,0,17,58,18,0,76
PĂTULENI,AG,756,22,3,0,25,119,12,0,131
MAVRODOLU,AG,136,11,5,0,16,33,15,0,48
RÂCA,AG,862,135,21,0,156,517,103,0,620
RECEA,AG,1464,43,6,0,49,205,54,0,259
"DEAGU DE JOS",AG,785,18,8,0,26,133,43,0,176
ROCIU,AG,376,23,7,0,30,111,40,0,151
"GLIGANU DE JOS",AG,351,20,5,0,25,113,43,0,156
"GLIGANU DE SUS",AG,549,26,10,0,36,167,41,0,208
ŞERBĂNEŞTI,AG,798,30,9,0,39,206,26,0,232
RUCĂR,AG,4832,197,33,0,230,952,110,1,1063
SĂTIC,AG,99,7,13,0,20,23,38,0,61
SĂLĂTRUCU,AG,1223,23,7,0,30,190,23,0,213
VĂLENI,AG,546,19,5,0,24,102,17,0,119
"DEALU BRADULUI",AG,159,21,5,0,26,49,19,0,68
POPEŞTI,AG,663,25,21,0,46,162,41,0,203
BĂNĂREŞTI,AG,325,19,9,0,28,127,47,0,174
MÎRŢEŞTI,AG,215,14,8,0,22,68,25,0,93
LĂZĂREŞTI,AG,2852,76,11,0,87,522,56,0,578
"SCHITU GOLEŞTI",AG,1244,40,3,0,43,185,16,0,201
SLOBOZIA,AG,3599,43,8,0,51,339,33,0,372
NIGRIŞOARA,AG,248,13,6,0,19,39,11,0,50
STÎLPENI,AG,1588,62,12,0,74,341,29,0,370
LIVEZENI,AG,1206,33,7,0,40,261,33,0,294
RĂDEŞTI,AG,1398,39,15,0,54,261,34,0,295
STOENEŞTI,AG,1083,12,11,0,23,110,36,0,146
BĂDENI,AG,1465,33,6,0,39,188,20,0,208
PIATRA,AG,409,13,5,0,18,82,14,0,96
"VALEA BĂDENILOR",AG,616,10,0,0,10,172,13,0,185
STOLNICI,AG,1511,43,23,0,66,231,58,0,289
FÎLFANI,AG,1030,28,17,0,45,140,60,0,200
CERŞANI,AG,624,13,2,0,15,89,15,0,104
SUSENI,AG,897,9,11,0,20,96,45,0,141
ŢUŢULEŞTI,AG,1044,12,7,0,19,131,33,0,164
"ŞTEFAN CEL MARE",AG,1544,31,6,0,37,154,31,0,185
GLAVACIOC,AG,364,8,3,0,11,53,12,0,65
ŞUICI,AG,1015,4,0,0,4,81,15,0,96
RUDENI,AG,698,8,2,0,10,75,15,0,90
IANCULEŞTI,AG,227,5,3,0,8,37,7,0,44
"VALEA CALULUI",AG,79,4,1,0,5,29,4,0,33
TEIU,AG,957,52,10,0,62,199,48,0,247
LEŞILE,AG,155,5,3,0,8,47,23,0,70
TIGVENI,AG,1507,54,12,0,66,303,33,0,336
"BÎRSEŞTII DE JOS",AG,1024,21,2,0,23,124,20,0,144
VLĂDEŞTI,AG,207,3,0,0,3,34,11,0,45
BUCŞENEŞTI-LOTAŞI,AG,1249,13,2,0,15,122,13,1,136
"VALEA STÎNII",AG,854,28,4,0,32,148,12,0,160
ŢIŢEŞTI,AG,1002,20,0,0,20,118,13,0,131
"VALEA MĂNĂSTIRII",AG,780,7,3,0,10,135,15,0,150
UDA,AG,542,12,3,0,15,78,39,0,117
COTU,AG,211,10,5,0,15,31,26,0,57
SĂLIŞTEA,AG,467,14,7,0,21,42,26,0,68
RÎJLEŢU-GOVORA,AG,401,11,6,0,17,47,31,0,78
UNGHENI,AG,607,35,6,0,41,136,32,0,168
COLŢU,AG,599,65,16,0,81,261,54,0,315
HUMELE,AG,1105,34,9,0,43,200,41,0,241
"VALEA DANULUI",AG,1669,26,0,0,26,214,12,0,226
VERNEŞTI,AG,884,5,4,0,9,95,11,0,106
"VALEA IAŞULUI",AG,849,11,62,0,73,118,69,0,187
BOROVINEŞTI,AG,188,6,7,0,13,39,15,0,54
MUSTĂŢEŞTI,AG,1049,21,1,0,22,216,15,0,231
CERBURENI,AG,313,14,1,0,15,59,4,0,63
"VALEA MARE PRAVĂŢ",AG,1216,39,5,0,44,182,24,0,206
NĂMĂEŞTI,AG,509,28,22,0,50,105,30,0,135
BILCEŞTI,AG,721,6,6,0,12,53,11,0,64
"GURA PRAVĂŢ",AG,883,8,3,0,11,345,14,0,359
VEDEA,AG,755,16,9,48,73,85,43,48,176
VAŢA,AG,534,13,13,0,26,70,37,0,107
PRODANI,AG,600,11,3,0,14,62,16,0,78
FATA,AG,458,16,3,0,19,72,20,0,92
"IZVORU DE SUS",AG,287,6,9,0,15,44,26,0,70
FRĂTICI,AG,349,9,2,0,11,38,16,0,54
VLĂDEŞTI,AG,2537,67,4,0,71,455,31,0,486
VULTUREŞTI,AG,1590,14,2,0,16,212,23,0,235
BÂRZEŞTI,AG,466,6,4,0,10,96,19,0,115
HULUBA,AG,177,2,0,0,2,17,3,0,20
ARAD,AR,149404,10737,1033,530,12300,27896,2328,736,30960
CHIŞINEU-CRIŞ,AR,5386,310,18,0,328,843,81,0,924
NADAB,AR,1456,43,6,0,49,218,20,0,238
CURTICI,AR,7016,376,28,0,404,1215,95,1,1311
INEU,AR,7339,374,43,0,417,1438,102,0,1540
MOCREA,AR,618,20,2,0,22,81,9,0,90
LIPOVA,AR,6819,349,36,0,385,1174,107,0,1281
ŞOIMOŞ,AR,596,52,12,0,64,171,19,0,190
RADNA,AR,2091,149,9,2,160,497,40,2,539
NĂDLAC,AR,6632,172,23,0,195,592,78,0,670
PECICA,AR,10169,398,43,0,441,1186,140,2,1328
TURNU,AR,1014,27,7,0,34,109,18,0,127
SEDERHAT,AR,274,13,4,0,17,55,11,0,66
PÎNCOTA,AR,5168,343,31,1,375,1076,76,8,1160
MĂDERAT,AR,1268,76,5,0,81,294,30,0,324
SÂNTANA,AR,11551,353,47,0,400,1602,124,0,1726
"CAPORAL ALEXA",AR,1160,77,9,0,86,236,24,0,260
SEBIŞ,AR,4594,405,32,0,437,1360,120,0,1480
PRUNIŞOR,AR,487,17,5,0,22,129,14,0,143
DONCENI,AR,127,9,6,0,15,43,17,0,60
SĂLĂJENI,AR,147,5,8,0,13,48,12,0,60
ALMAŞ,AR,1131,80,3,0,83,386,35,3,424
CIL,AR,481,22,4,0,26,164,18,0,182
RĂDEŞTI,AR,350,34,11,0,45,150,34,1,185
"JOIA MARE",AR,165,6,6,0,12,44,11,0,55
APATEU,AR,1891,60,1,0,61,421,31,0,452
BERECHIU,AR,649,19,9,0,28,154,25,0,179
MOŢIORI,AR,234,15,1,0,16,96,7,0,103
ARCHIŞ,AR,307,45,6,0,51,153,19,0,172
NERMIŞ,AR,158,18,5,0,23,103,15,0,118
BÎRZEŞTI,AR,135,31,1,0,32,83,9,2,94
GROŞENI,AR,643,32,4,0,36,163,13,0,176
BATA,AR,343,18,8,0,26,93,18,0,111
ŢELA,AR,262,4,4,0,8,26,15,0,41
"BACĂU DE MIJLOC",AR,152,3,4,0,7,18,7,0,25
BULCI,AR,88,12,7,0,19,20,14,0,34
BELIU,AR,1431,92,8,0,100,472,42,0,514
TĂGĂDĂU,AR,403,37,6,0,43,131,25,0,156
BENEŞTI,AR,90,22,8,0,30,54,16,0,70
BOCHIA,AR,51,10,5,0,15,35,12,0,47
SECACI,AR,123,20,5,0,25,64,9,0,73
"VASILE GOLDIŞ",AR,396,27,6,0,33,129,14,0,143
BIRCHIŞ,AR,540,10,1,0,11,72,16,0,88
CĂPĂLNAŞ,AR,744,18,3,0,21,109,19,0,128
OSTROV,AR,216,4,10,0,14,62,20,0,82
BÎRSA,AR,795,25,3,0,28,179,18,0,197
ALDEŞTI,AR,436,27,3,0,30,125,18,0,143
HODIŞ,AR,144,4,0,0,4,26,11,0,37
VOIVODENI,AR,154,11,7,0,18,54,15,0,69
BÎRZAVA,AR,763,32,5,0,37,185,26,0,211
MONOROŞTIA,AR,252,11,4,0,15,66,9,0,75
CĂPRUŢA,AR,212,8,2,0,10,64,13,0,77
DUMBRĂVIŢA,AR,234,9,4,0,13,58,13,0,71
"GROŞII NOI",AR,174,12,4,0,16,46,19,0,65
"SLATINA DE MUREŞ",AR,136,18,6,0,24,63,9,0,72
BĂTUŢA,AR,54,4,1,0,5,10,11,0,21
LALAŞINŢ,AR,272,13,14,0,27,57,33,0,90
BOCSIG,AR,1865,91,14,0,105,405,36,0,441
MÎNERĂU,AR,296,15,9,0,24,52,15,0,67
RĂPSIG,AR,594,41,6,0,47,155,11,0,166
BRAZII,AR,73,2,3,0,5,23,15,0,38
IACOBINI,AR,165,17,1,0,18,59,10,0,69
SECAŞ,AR,387,37,6,0,43,167,13,0,180
BUCEAVA-ŞOIMUŞ,AR,148,18,6,0,24,67,14,0,81
MĂDRIGEŞTI,AR,225,20,4,0,24,102,14,0,116
BUTENI,AR,1769,84,13,0,97,421,59,1,481
CUIED,AR,545,17,4,0,21,125,12,0,137
PĂULIAN,AR,269,12,5,0,17,59,10,0,69
BERINDIA,AR,178,29,4,0,33,82,8,0,90
CĂRAND,AR,501,56,9,0,65,209,24,0,233
SELIŞTEA,AR,425,31,6,0,37,129,13,0,142
CERMEI,AR,1535,78,6,0,84,287,23,0,310
ŞOMOŞCHEŞ,AR,701,31,6,0,37,132,23,0,155
CHISINDIA,AR,719,24,6,0,30,190,23,0,213
PĂIUŞENI,AR,321,2,1,0,3,65,7,0,72
VĂSOAIA,AR,42,2,6,0,8,4,14,0,18
CONOP,AR,480,15,2,0,17,85,11,0,96
BELOTINŢ,AR,239,9,5,0,14,47,13,0,60
CHELMAC,AR,232,14,4,0,18,83,22,0,105
MILOVA,AR,440,27,4,0,31,142,11,0,153
ODVOŞ,AR,381,18,10,0,28,93,22,0,115
COVĂSINŢ,AR,2109,135,15,0,150,446,42,11,499
CRAIVA,AR,488,27,14,0,41,124,26,2,152
CHIŞLACA,AR,567,36,5,0,41,181,16,3,200
MĂRĂUŞ,AR,244,14,0,0,14,67,3,0,70
STOINEŞTI,AR,140,21,4,0,25,86,11,0,97
SUSAG,AR,292,7,0,0,7,64,7,0,71
COROI,AR,131,15,8,0,23,43,18,0,61
ŞIAD,AR,198,25,10,0,35,82,15,0,97
"ROGOZ DE BELIU",AR,112,19,11,0,30,62,20,0,82
CIUNTEŞTI,AR,129,14,1,0,15,75,6,0,81
DEZNA,AR,675,40,6,1,47,203,34,42,279
BUHANI,AR,154,15,5,0,20,61,23,0,84
NEAGRA,AR,81,7,3,0,10,39,9,0,48
"SLATINA DE CRIŞ",AR,109,6,5,0,11,32,9,0,41
LAZ,AR,41,5,4,0,9,7,9,0,16
DIECI,AR,625,44,6,14,64,192,19,40,251
CROCNA,AR,321,29,5,0,34,120,11,1,132
REVETIŞ,AR,266,36,5,0,41,81,9,0,90
ROŞIA,AR,41,4,4,0,8,17,15,0,32
DOROBANŢI,AR,1398,24,3,0,27,94,6,0,100
FÂNTÂNELE,AR,2173,88,9,0,97,359,33,0,392
"TISA NOUĂ",AR,836,39,5,0,44,188,21,0,209
FELNAC,AR,2272,120,10,0,130,492,27,3,522
CĂLUGĂRENI,AR,219,8,1,0,9,45,10,0,55
FRUMUŞENI,AR,1482,43,5,0,48,184,11,0,195
ALUNIŞ,AR,839,41,1,0,42,115,10,0,125
GHIOROC,AR,1548,77,9,1,87,233,32,1,266
CUVIN,AR,1350,92,17,0,109,352,47,4,403
MINIŞ,AR,561,34,3,0,37,92,13,0,105
GRĂNICERI,AR,1065,12,1,0,13,92,9,0,101
ŞICLĂU,AR,970,17,4,0,21,82,14,0,96
GURAHONŢ,AR,1495,178,21,0,199,530,68,3,601
BONŢEŞTI,AR,547,64,12,0,76,257,33,0,290
FENIŞ,AR,93,11,4,0,15,33,9,0,42
HONŢIŞOR,AR,275,23,2,0,25,102,7,0,109
IOSAŞ,AR,203,29,2,0,31,82,5,0,87
PESCARI,AR,225,5,7,0,12,45,20,0,65
ZIMBRU,AR,389,18,5,0,23,93,9,0,102
HĂLMAGIU,AR,1010,54,6,0,60,199,19,0,218
BĂNEŞTI,AR,258,4,0,0,4,29,7,0,36
BRUSTURI,AR,306,1,1,0,2,16,5,0,21
TISA,AR,157,6,2,0,8,57,11,0,68
ŢĂRMURE,AR,292,4,0,0,4,47,12,0,59
LEASA,AR,172,15,4,0,19,51,10,0,61
POIENARI,AR,156,11,2,0,13,33,7,0,40
HĂLMĂGEL,AR,497,20,7,0,27,77,21,0,98
LUNCŞOARA,AR,303,9,4,0,13,91,13,0,104
SÎRBI,AR,81,3,3,0,6,38,6,0,44
TÎRNĂVIŢA,AR,122,6,3,0,9,28,10,0,38
HĂŞMAŞ,AR,350,31,5,0,36,131,21,1,153
COMĂNEŞTI,AR,86,11,5,0,16,45,10,6,61
"AGRIŞU MIC",AR,140,21,4,0,25,71,16,0,87
BOTFEI,AR,194,36,4,0,40,120,15,0,135
"URVIŞU DE BELIU",AR,179,21,2,0,23,95,10,0,105
CLIT,AR,59,4,3,0,7,13,7,0,20
IGNEŞTI,AR,230,17,5,0,22,82,12,0,94
MINEAD,AR,79,8,5,0,13,31,10,0,41
NĂDĂLBEŞTI,AR,101,2,5,0,7,32,8,0,40
SUSANI,AR,177,17,2,0,19,77,14,0,91
IRATOŞU,AR,1618,39,8,0,47,144,19,0,163
"VARIAŞU MARE",AR,416,11,5,0,16,30,12,0,42
"VARIAŞU MIC",AR,103,7,2,0,9,16,4,0,20
LIVADA,AR,1583,116,12,1,129,417,41,1,459
SÎNLEANI,AR,1433,96,4,0,100,383,15,0,398
MACEA,AR,3753,120,12,0,132,605,37,0,642
SÎNMARTIN,AR,2154,68,17,0,85,196,27,0,223
MIŞCA,AR,1019,42,6,0,48,201,28,0,229
"SATU NOU",AR,674,13,0,0,13,47,7,0,54
VÎNĂTORI,AR,919,6,1,0,7,56,8,0,64
"ZERINDU MIC",AR,143,8,1,0,9,25,6,0,31
MONEASA,AR,585,41,126,0,167,182,207,0,389
RĂNUŞA,AR,199,18,6,0,24,56,11,0,67
OLARI,AR,1288,23,2,0,25,102,7,0,109
"SINTEA MICĂ",AR,328,4,2,0,6,27,8,0,35
PĂULIŞ,AR,1538,71,30,0,101,260,55,0,315
SÎMBĂTENI,AR,1588,245,18,0,263,588,47,0,635
CLADOVA,AR,251,13,7,0,20,45,15,0,60
BARAŢCA,AR,205,10,1,0,11,36,1,0,37
"PEREGU MARE",AR,773,11,3,0,14,46,8,0,54
"PEREGU MIC",AR,799,26,4,0,30,73,7,0,80
PETRIŞ,AR,367,16,6,0,22,66,21,0,87
ILTEU,AR,197,10,4,0,14,48,13,0,61
SELIŞTE,AR,97,7,0,0,7,27,10,0,37
CORBEŞTI,AR,152,14,3,0,17,52,9,0,61
"ROŞIA NOUĂ",AR,230,18,7,0,25,84,16,0,100
OBÎRŞIA,AR,93,4,1,0,5,32,3,0,35
PILU,AR,869,33,2,0,35,101,5,0,106
VĂRŞAND,AR,770,14,1,0,15,86,7,0,93
PLEŞCUŢA,AR,246,15,3,0,18,79,9,0,88
TĂLAGIU,AR,322,21,4,0,25,117,19,0,136
ACIUŢA,AR,181,15,3,0,18,49,13,0,62
"GURA VĂII",AR,229,12,2,0,14,79,13,0,92
SĂVÎRŞIN,AR,1281,68,12,0,80,331,37,1,369
PÎRNEŞTI,AR,144,4,0,0,4,44,5,0,49
TROAŞ,AR,142,12,4,0,16,48,15,0,63
TEMEŞEŞTI,AR,112,12,3,0,15,31,10,0,41
TOC,AR,350,13,3,0,16,73,9,0,82
CĂPRIOARA,AR,215,18,5,0,23,59,15,0,74
"VALEA MARE",AR,184,12,4,0,16,62,19,0,81
SECUSIGIU,AR,1834,94,18,0,112,301,32,1,334
"SATU MARE",AR,812,23,7,0,30,94,12,0,106
MUNAR,AR,416,11,2,0,13,54,10,0,64
"SÎNPETRU GERMAN",AR,1746,67,7,0,74,207,20,0,227
SELEUŞ,AR,1534,106,19,0,125,580,38,0,618
IERMATA,AR,333,45,5,0,50,197,25,0,222
MORODA,AR,581,39,5,0,44,218,27,0,245
SEMLAC,AR,3376,111,11,0,122,343,38,0,381
"SINTEA MARE",AR,1028,27,0,0,27,128,27,0,155
ADEA,AR,843,14,0,0,14,56,5,0,61
ŢIPAR,AR,1140,16,4,0,20,97,11,0,108
SOCODOR,AR,1810,80,4,0,84,316,23,0,339
ŞAGU,AR,1827,58,9,0,67,278,27,0,305
CRUCENI,AR,601,26,0,0,26,116,11,0,127
FIRITEAZ,AR,380,20,5,0,25,90,17,0,107
FISCUT,AR,456,20,5,0,25,116,15,0,131
"HUNEDOARA TIMIŞANĂ",AR,159,9,2,0,11,29,11,0,40
ŞEITIN,AR,2453,69,9,0,78,335,28,0,363
ŞEPREUŞ,AR,2157,76,1,0,77,349,22,2,373
GURBA,AR,918,25,5,0,30,148,19,0,167
CHERELUŞ,AR,758,38,2,0,40,164,14,0,178
ŞICULA,AR,1854,111,12,0,123,435,44,0,479
ŞILINDIA,AR,711,27,7,0,34,125,28,0,153
ŞIMAND,AR,3410,126,13,0,139,513,57,0,570
ŞIRIA,AR,4474,113,23,0,136,551,67,2,620
GALŞA,AR,1885,70,6,0,76,361,35,0,396
MÎSCA,AR,755,59,8,0,67,214,26,0,240
ŞIŞTAROVĂŢ,AR,273,28,13,0,41,86,32,0,118
ŞOFRONEA,AR,1800,119,13,0,132,379,44,1,424
SÎNPAUL,AR,598,20,7,0,27,91,26,0,117
MINIŞEL,AR,125,6,5,0,11,44,8,0,52
TAUŢ,AR,577,25,12,0,37,131,40,0,171
NADĂŞ,AR,628,17,3,0,20,133,16,0,149
"MINIŞU DE SUS",AR,55,10,1,0,11,20,14,0,34
TÎRNOVA,AR,1492,137,11,0,148,407,38,0,445
CHIER,AR,971,75,13,0,88,206,35,0,241
"AGRIŞU MARE",AR,909,76,5,0,81,418,28,0,446
ARĂNEAG,AR,332,17,9,0,26,110,34,0,144
DRAUŢ,AR,680,38,5,0,43,236,26,0,262
DUD,AR,544,78,6,0,84,231,21,0,252
USUSĂU,AR,486,33,5,0,38,168,18,0,186
DORGOŞ,AR,234,13,3,0,16,61,15,0,76
ZĂBALŢ,AR,239,21,3,0,24,87,15,0,102
BRUZNIC,AR,90,4,6,0,10,22,6,0,28
"VĂRĂDIA DE MUREŞ",AR,481,28,5,0,33,82,16,0,98
LUPEŞTI,AR,222,25,5,0,30,71,10,0,81
BAIA,AR,102,6,5,0,11,35,10,0,45
JULIŢA,AR,300,16,6,0,22,67,28,0,95
"NICOLAE BĂLCESCU",AR,197,5,4,0,9,36,12,0,48
STEJAR,AR,117,10,5,0,15,30,17,0,47
VINGA,AR,3761,88,8,0,96,501,54,0,555
MAILAT,AR,800,21,8,0,29,77,32,0,109
MĂNĂŞTUR,AR,983,21,4,0,25,125,12,0,137
VÎRFURILE,AR,995,24,9,0,33,139,30,0,169
"AVRAM IANCU",AR,649,9,5,0,14,64,11,0,75
LAZURI,AR,653,15,1,0,16,69,9,0,78
MÎNDRULOC,AR,1138,69,5,0,74,228,27,0,255
CICIR,AR,851,45,6,0,51,230,17,0,247
VLADIMIRESCU,AR,7050,361,31,0,392,1043,98,0,1141
HORIA,AR,2149,111,17,0,128,460,43,0,503
NEUDORF,AR,848,17,2,0,19,97,8,0,105
ZĂBRANI,AR,1919,93,7,0,100,294,19,0,313
CHESINŢ,AR,957,38,2,0,40,169,20,0,189
"BODROGU NOU",AR,231,26,10,0,36,64,31,0,95
ZĂDĂRENI,AR,2093,136,11,0,147,390,41,5,436
CINTEI,AR,968,79,18,0,97,359,35,0,394
ZĂRAND,AR,1144,34,2,0,36,330,25,0,355
ZERIND,AR,713,6,4,0,10,30,9,0,39
"IERMATA NEAGRĂ",AR,465,7,3,0,10,32,4,0,36
"ZIMANDU NOU",AR,1516,41,9,0,50,145,25,0,170
"ANDREI ŞAGUNA",AR,1253,49,3,0,52,252,17,0,269
ZIMANDCUZ,AR,1354,45,11,0,56,164,18,0,182
"BUCUREŞTI SECTORUL 1",B,207762,14298,1623,486,16407,33629,4195,637,38461
BACĂU,BC,166460,8833,693,140,9666,27453,1849,504,29806
MOINEŞTI,BC,20144,1106,86,187,1379,4637,227,201,5065
ONEŞTI,BC,42812,2291,194,1,2486,7036,444,101,7581
SLOBOZIA,BC,1068,38,4,0,42,195,16,0,211
BUHUŞI,BC,18843,822,62,21,905,2889,166,41,3096
COMĂNEŞTI,BC,19649,872,125,72,1069,3820,282,73,4175
DĂRMĂNEŞTI,BC,9361,312,44,0,356,1649,89,0,1738
LĂPOŞ,BC,806,15,2,0,17,118,8,0,126
PLOPU,BC,1247,35,5,22,62,257,21,22,300
CERDAC,BC,1098,36,5,0,41,144,21,0,165
SLĂNIC-MOLDOVA,BC,1546,98,154,0,252,237,257,0,494
CIREŞOAIA,BC,1487,20,5,0,25,184,11,0,195
"TÎRGU OCNA",BC,8942,426,219,119,764,1578,356,121,2055
POIENI,BC,788,11,0,0,11,107,7,0,114
VÎLCELE,BC,1015,20,5,0,25,113,10,0,123
AGĂŞ,BC,1017,45,11,0,56,175,18,2,195
COTUMBA,BC,1127,41,4,0,45,235,20,0,255
SULŢA,BC,831,39,5,0,44,131,10,1,142
COŞNEA,BC,363,3,0,0,3,42,6,0,48
PRELUCI,BC,978,84,3,0,87,254,13,0,267
GOIOASA,BC,696,6,1,0,7,101,22,0,123
ARDEOANI,BC,1305,20,2,13,35,192,33,13,238
LEONTINEŞTI,BC,688,30,9,2,41,143,15,3,161
ASĂU,BC,1794,71,4,0,75,463,28,0,491
"LUNCA ASĂU",BC,646,71,2,0,73,264,16,0,280
STRAJA,BC,992,24,1,0,25,193,11,0,204
CIOBĂNUŞ,BC,443,18,5,0,23,84,13,0,97
"APA ASĂU",BC,1274,26,2,0,28,264,10,0,274
PĂLTINIŞ,BC,528,36,4,0,40,177,9,0,186
BALCANI,BC,1146,45,5,13,63,300,15,15,330
FRUMOASA,BC,3017,56,13,0,69,465,35,0,500
"SCHITU FRUMOASA",BC,1594,28,10,0,38,394,28,20,442
LUDAŞI,BC,797,18,4,4,26,255,17,6,278
BEREŞTI-BISTRIŢA,BC,930,45,9,7,61,197,40,7,244
PĂDURENI,BC,370,23,3,5,31,100,12,5,117
CLIMEŞTI,BC,251,21,6,0,27,74,26,0,100
BRAD,BC,143,19,5,0,24,52,20,0,72
BEREŞTI-TAZLĂU,BC,970,28,3,0,31,296,13,13,322
